Data,Ora,price,date,datetime
14/02/2018,16,52.32,2018-02-14,2018-02-14T16:00:00.000000+0100
14/02/2018,17,63.9,2018-02-14,2018-02-14T17:00:00.000000+0100
14/02/2018,18,69.99,2018-02-14,2018-02-14T18:00:00.000000+0100
14/02/2018,19,73.97,2018-02-14,2018-02-14T19:00:00.000000+0100
14/02/2018,20,68.71,2018-02-14,2018-02-14T20:00:00.000000+0100
14/02/2018,21,52.42,2018-02-14,2018-02-14T21:00:00.000000+0100
14/02/2018,22,52.42,2018-02-14,2018-02-14T22:00:00.000000+0100
14/02/2018,23,51.0,2018-02-14,2018-02-14T23:00:00.000000+0100
14/02/2018,24,47.6,2018-02-14,2018-02-15T00:00:00.000000+0100
15/02/2018,1,45.46,2018-02-15,2018-02-15T01:00:00.000000+0100
15/02/2018,2,44.1,2018-02-15,2018-02-15T02:00:00.000000+0100
15/02/2018,3,44.05,2018-02-15,2018-02-15T03:00:00.000000+0100
15/02/2018,4,44.05,2018-02-15,2018-02-15T04:00:00.000000+0100
15/02/2018,5,42.8,2018-02-15,2018-02-15T05:00:00.000000+0100
15/02/2018,6,44.46,2018-02-15,2018-02-15T06:00:00.000000+0100
15/02/2018,7,50.61,2018-02-15,2018-02-15T07:00:00.000000+0100
15/02/2018,8,58.01,2018-02-15,2018-02-15T08:00:00.000000+0100
15/02/2018,9,73.75,2018-02-15,2018-02-15T09:00:00.000000+0100
15/02/2018,10,60.0,2018-02-15,2018-02-15T10:00:00.000000+0100
15/02/2018,11,52.84,2018-02-15,2018-02-15T11:00:00.000000+0100
15/02/2018,12,51.54,2018-02-15,2018-02-15T12:00:00.000000+0100
15/02/2018,13,49.48,2018-02-15,2018-02-15T13:00:00.000000+0100
15/02/2018,14,49.04,2018-02-15,2018-02-15T14:00:00.000000+0100
15/02/2018,15,50.81,2018-02-15,2018-02-15T15:00:00.000000+0100
15/02/2018,16,51.6,2018-02-15,2018-02-15T16:00:00.000000+0100
15/02/2018,17,52.85,2018-02-15,2018-02-15T17:00:00.000000+0100
15/02/2018,18,64.0,2018-02-15,2018-02-15T18:00:00.000000+0100
15/02/2018,19,84.83,2018-02-15,2018-02-15T19:00:00.000000+0100
15/02/2018,20,66.87,2018-02-15,2018-02-15T20:00:00.000000+0100
15/02/2018,21,58.35,2018-02-15,2018-02-15T21:00:00.000000+0100
15/02/2018,22,52.28,2018-02-15,2018-02-15T22:00:00.000000+0100
15/02/2018,23,49.59,2018-02-15,2018-02-15T23:00:00.000000+0100
15/02/2018,24,49.29,2018-02-15,2018-02-16T00:00:00.000000+0100
16/02/2018,1,45.46,2018-02-16,2018-02-16T01:00:00.000000+0100
16/02/2018,2,44.07,2018-02-16,2018-02-16T02:00:00.000000+0100
16/02/2018,3,44.06,2018-02-16,2018-02-16T03:00:00.000000+0100
16/02/2018,4,44.1,2018-02-16,2018-02-16T04:00:00.000000+0100
16/02/2018,5,44.46,2018-02-16,2018-02-16T05:00:00.000000+0100
16/02/2018,6,47.74,2018-02-16,2018-02-16T06:00:00.000000+0100
16/02/2018,7,51.24,2018-02-16,2018-02-16T07:00:00.000000+0100
16/02/2018,8,72.18,2018-02-16,2018-02-16T08:00:00.000000+0100
16/02/2018,9,73.97,2018-02-16,2018-02-16T09:00:00.000000+0100
16/02/2018,10,63.0,2018-02-16,2018-02-16T10:00:00.000000+0100
16/02/2018,11,52.86,2018-02-16,2018-02-16T11:00:00.000000+0100
16/02/2018,12,51.78,2018-02-16,2018-02-16T12:00:00.000000+0100
16/02/2018,13,49.0,2018-02-16,2018-02-16T13:00:00.000000+0100
16/02/2018,14,49.0,2018-02-16,2018-02-16T14:00:00.000000+0100
16/02/2018,15,50.5,2018-02-16,2018-02-16T15:00:00.000000+0100
16/02/2018,16,52.86,2018-02-16,2018-02-16T16:00:00.000000+0100
16/02/2018,17,68.9,2018-02-16,2018-02-16T17:00:00.000000+0100
16/02/2018,18,74.27,2018-02-16,2018-02-16T18:00:00.000000+0100
16/02/2018,19,80.04,2018-02-16,2018-02-16T19:00:00.000000+0100
16/02/2018,20,75.41,2018-02-16,2018-02-16T20:00:00.000000+0100
16/02/2018,21,67.0,2018-02-16,2018-02-16T21:00:00.000000+0100
16/02/2018,22,57.42,2018-02-16,2018-02-16T22:00:00.000000+0100
16/02/2018,23,54.26,2018-02-16,2018-02-16T23:00:00.000000+0100
16/02/2018,24,52.84,2018-02-16,2018-02-17T00:00:00.000000+0100
17/02/2018,1,50.76,2018-02-17,2018-02-17T01:00:00.000000+0100
17/02/2018,2,48.51,2018-02-17,2018-02-17T02:00:00.000000+0100
17/02/2018,3,47.95,2018-02-17,2018-02-17T03:00:00.000000+0100
17/02/2018,4,45.92,2018-02-17,2018-02-17T04:00:00.000000+0100
17/02/2018,5,46.22,2018-02-17,2018-02-17T05:00:00.000000+0100
17/02/2018,6,47.95,2018-02-17,2018-02-17T06:00:00.000000+0100
17/02/2018,7,47.22,2018-02-17,2018-02-17T07:00:00.000000+0100
17/02/2018,8,47.0,2018-02-17,2018-02-17T08:00:00.000000+0100
17/02/2018,9,47.99,2018-02-17,2018-02-17T09:00:00.000000+0100
17/02/2018,10,48.65,2018-02-17,2018-02-17T10:00:00.000000+0100
17/02/2018,11,47.95,2018-02-17,2018-02-17T11:00:00.000000+0100
17/02/2018,12,47.95,2018-02-17,2018-02-17T12:00:00.000000+0100
17/02/2018,13,45.92,2018-02-17,2018-02-17T13:00:00.000000+0100
17/02/2018,14,44.24,2018-02-17,2018-02-17T14:00:00.000000+0100
17/02/2018,15,44.61,2018-02-17,2018-02-17T15:00:00.000000+0100
17/02/2018,16,44.3,2018-02-17,2018-02-17T16:00:00.000000+0100
17/02/2018,17,45.5,2018-02-17,2018-02-17T17:00:00.000000+0100
17/02/2018,18,48.15,2018-02-17,2018-02-17T18:00:00.000000+0100
17/02/2018,19,51.82,2018-02-17,2018-02-17T19:00:00.000000+0100
17/02/2018,20,51.83,2018-02-17,2018-02-17T20:00:00.000000+0100
17/02/2018,21,48.08,2018-02-17,2018-02-17T21:00:00.000000+0100
17/02/2018,22,46.46,2018-02-17,2018-02-17T22:00:00.000000+0100
17/02/2018,23,45.9,2018-02-17,2018-02-17T23:00:00.000000+0100
17/02/2018,24,46.45,2018-02-17,2018-02-18T00:00:00.000000+0100
18/02/2018,1,43.61,2018-02-18,2018-02-18T01:00:00.000000+0100
18/02/2018,2,40.79,2018-02-18,2018-02-18T02:00:00.000000+0100
18/02/2018,3,40.29,2018-02-18,2018-02-18T03:00:00.000000+0100
18/02/2018,4,39.99,2018-02-18,2018-02-18T04:00:00.000000+0100
18/02/2018,5,39.57,2018-02-18,2018-02-18T05:00:00.000000+0100
18/02/2018,6,40.38,2018-02-18,2018-02-18T06:00:00.000000+0100
18/02/2018,7,40.29,2018-02-18,2018-02-18T07:00:00.000000+0100
18/02/2018,8,43.0,2018-02-18,2018-02-18T08:00:00.000000+0100
18/02/2018,9,44.11,2018-02-18,2018-02-18T09:00:00.000000+0100
18/02/2018,10,45.92,2018-02-18,2018-02-18T10:00:00.000000+0100
18/02/2018,11,46.99,2018-02-18,2018-02-18T11:00:00.000000+0100
18/02/2018,12,47.0,2018-02-18,2018-02-18T12:00:00.000000+0100
18/02/2018,13,47.0,2018-02-18,2018-02-18T13:00:00.000000+0100
18/02/2018,14,43.99,2018-02-18,2018-02-18T14:00:00.000000+0100
18/02/2018,15,43.74,2018-02-18,2018-02-18T15:00:00.000000+0100
18/02/2018,16,44.99,2018-02-18,2018-02-18T16:00:00.000000+0100
18/02/2018,17,46.99,2018-02-18,2018-02-18T17:00:00.000000+0100
18/02/2018,18,48.73,2018-02-18,2018-02-18T18:00:00.000000+0100
18/02/2018,19,61.9,2018-02-18,2018-02-18T19:00:00.000000+0100
18/02/2018,20,73.97,2018-02-18,2018-02-18T20:00:00.000000+0100
18/02/2018,21,72.0,2018-02-18,2018-02-18T21:00:00.000000+0100
18/02/2018,22,62.42,2018-02-18,2018-02-18T22:00:00.000000+0100
18/02/2018,23,50.09,2018-02-18,2018-02-18T23:00:00.000000+0100
18/02/2018,24,47.22,2018-02-18,2018-02-19T00:00:00.000000+0100
19/02/2018,1,44.59,2018-02-19,2018-02-19T01:00:00.000000+0100
19/02/2018,2,41.33,2018-02-19,2018-02-19T02:00:00.000000+0100
19/02/2018,3,40.06,2018-02-19,2018-02-19T03:00:00.000000+0100
19/02/2018,4,38.9,2018-02-19,2018-02-19T04:00:00.000000+0100
19/02/2018,5,40.0,2018-02-19,2018-02-19T05:00:00.000000+0100
19/02/2018,6,42.61,2018-02-19,2018-02-19T06:00:00.000000+0100
19/02/2018,7,53.95,2018-02-19,2018-02-19T07:00:00.000000+0100
19/02/2018,8,57.95,2018-02-19,2018-02-19T08:00:00.000000+0100
19/02/2018,9,69.99,2018-02-19,2018-02-19T09:00:00.000000+0100
19/02/2018,10,63.0,2018-02-19,2018-02-19T10:00:00.000000+0100
19/02/2018,11,59.67,2018-02-19,2018-02-19T11:00:00.000000+0100
19/02/2018,12,58.11,2018-02-19,2018-02-19T12:00:00.000000+0100
19/02/2018,13,54.24,2018-02-19,2018-02-19T13:00:00.000000+0100
19/02/2018,14,53.01,2018-02-19,2018-02-19T14:00:00.000000+0100
19/02/2018,15,54.55,2018-02-19,2018-02-19T15:00:00.000000+0100
19/02/2018,16,53.97,2018-02-19,2018-02-19T16:00:00.000000+0100
19/02/2018,17,52.84,2018-02-19,2018-02-19T17:00:00.000000+0100
19/02/2018,18,59.92,2018-02-19,2018-02-19T18:00:00.000000+0100
19/02/2018,19,73.0,2018-02-19,2018-02-19T19:00:00.000000+0100
19/02/2018,20,63.0,2018-02-19,2018-02-19T20:00:00.000000+0100
19/02/2018,21,59.9,2018-02-19,2018-02-19T21:00:00.000000+0100
19/02/2018,22,51.54,2018-02-19,2018-02-19T22:00:00.000000+0100
19/02/2018,23,49.71,2018-02-19,2018-02-19T23:00:00.000000+0100
19/02/2018,24,49.0,2018-02-19,2018-02-20T00:00:00.000000+0100
20/02/2018,1,49.5,2018-02-20,2018-02-20T01:00:00.000000+0100
20/02/2018,2,43.3,2018-02-20,2018-02-20T02:00:00.000000+0100
20/02/2018,3,43.18,2018-02-20,2018-02-20T03:00:00.000000+0100
20/02/2018,4,43.0,2018-02-20,2018-02-20T04:00:00.000000+0100
20/02/2018,5,43.93,2018-02-20,2018-02-20T05:00:00.000000+0100
20/02/2018,6,46.38,2018-02-20,2018-02-20T06:00:00.000000+0100
20/02/2018,7,54.04,2018-02-20,2018-02-20T07:00:00.000000+0100
20/02/2018,8,60.05,2018-02-20,2018-02-20T08:00:00.000000+0100
20/02/2018,9,62.83,2018-02-20,2018-02-20T09:00:00.000000+0100
20/02/2018,10,61.85,2018-02-20,2018-02-20T10:00:00.000000+0100
20/02/2018,11,59.89,2018-02-20,2018-02-20T11:00:00.000000+0100
20/02/2018,12,56.1,2018-02-20,2018-02-20T12:00:00.000000+0100
20/02/2018,13,53.38,2018-02-20,2018-02-20T13:00:00.000000+0100
20/02/2018,14,51.67,2018-02-20,2018-02-20T14:00:00.000000+0100
20/02/2018,15,52.19,2018-02-20,2018-02-20T15:00:00.000000+0100
20/02/2018,16,54.1,2018-02-20,2018-02-20T16:00:00.000000+0100
20/02/2018,17,58.11,2018-02-20,2018-02-20T17:00:00.000000+0100
20/02/2018,18,63.92,2018-02-20,2018-02-20T18:00:00.000000+0100
20/02/2018,19,70.12,2018-02-20,2018-02-20T19:00:00.000000+0100
20/02/2018,20,65.0,2018-02-20,2018-02-20T20:00:00.000000+0100
20/02/2018,21,55.81,2018-02-20,2018-02-20T21:00:00.000000+0100
20/02/2018,22,53.95,2018-02-20,2018-02-20T22:00:00.000000+0100
20/02/2018,23,52.38,2018-02-20,2018-02-20T23:00:00.000000+0100
20/02/2018,24,49.84,2018-02-20,2018-02-21T00:00:00.000000+0100
21/02/2018,1,53.0,2018-02-21,2018-02-21T01:00:00.000000+0100
21/02/2018,2,49.85,2018-02-21,2018-02-21T02:00:00.000000+0100
21/02/2018,3,46.72,2018-02-21,2018-02-21T03:00:00.000000+0100
21/02/2018,4,45.0,2018-02-21,2018-02-21T04:00:00.000000+0100
21/02/2018,5,45.04,2018-02-21,2018-02-21T05:00:00.000000+0100
21/02/2018,6,49.8,2018-02-21,2018-02-21T06:00:00.000000+0100
21/02/2018,7,56.12,2018-02-21,2018-02-21T07:00:00.000000+0100
21/02/2018,8,59.13,2018-02-21,2018-02-21T08:00:00.000000+0100
21/02/2018,9,63.0,2018-02-21,2018-02-21T09:00:00.000000+0100
21/02/2018,10,61.04,2018-02-21,2018-02-21T10:00:00.000000+0100
21/02/2018,11,58.44,2018-02-21,2018-02-21T11:00:00.000000+0100
21/02/2018,12,56.98,2018-02-21,2018-02-21T12:00:00.000000+0100
21/02/2018,13,54.85,2018-02-21,2018-02-21T13:00:00.000000+0100
21/02/2018,14,53.51,2018-02-21,2018-02-21T14:00:00.000000+0100
21/02/2018,15,55.22,2018-02-21,2018-02-21T15:00:00.000000+0100
21/02/2018,16,56.88,2018-02-21,2018-02-21T16:00:00.000000+0100
21/02/2018,17,56.1,2018-02-21,2018-02-21T17:00:00.000000+0100
21/02/2018,18,58.43,2018-02-21,2018-02-21T18:00:00.000000+0100
21/02/2018,19,66.35,2018-02-21,2018-02-21T19:00:00.000000+0100
21/02/2018,20,61.05,2018-02-21,2018-02-21T20:00:00.000000+0100
21/02/2018,21,56.88,2018-02-21,2018-02-21T21:00:00.000000+0100
21/02/2018,22,55.61,2018-02-21,2018-02-21T22:00:00.000000+0100
21/02/2018,23,55.62,2018-02-21,2018-02-21T23:00:00.000000+0100
21/02/2018,24,53.51,2018-02-21,2018-02-22T00:00:00.000000+0100
22/02/2018,1,55.92,2018-02-22,2018-02-22T01:00:00.000000+0100
22/02/2018,2,53.76,2018-02-22,2018-02-22T02:00:00.000000+0100
22/02/2018,3,47.73,2018-02-22,2018-02-22T03:00:00.000000+0100
22/02/2018,4,47.98,2018-02-22,2018-02-22T04:00:00.000000+0100
22/02/2018,5,46.65,2018-02-22,2018-02-22T05:00:00.000000+0100
22/02/2018,6,54.0,2018-02-22,2018-02-22T06:00:00.000000+0100
22/02/2018,7,57.97,2018-02-22,2018-02-22T07:00:00.000000+0100
22/02/2018,8,60.85,2018-02-22,2018-02-22T08:00:00.000000+0100
22/02/2018,9,72.69,2018-02-22,2018-02-22T09:00:00.000000+0100
22/02/2018,10,64.46,2018-02-22,2018-02-22T10:00:00.000000+0100
22/02/2018,11,60.32,2018-02-22,2018-02-22T11:00:00.000000+0100
22/02/2018,12,60.0,2018-02-22,2018-02-22T12:00:00.000000+0100
22/02/2018,13,58.84,2018-02-22,2018-02-22T13:00:00.000000+0100
22/02/2018,14,58.86,2018-02-22,2018-02-22T14:00:00.000000+0100
22/02/2018,15,61.52,2018-02-22,2018-02-22T15:00:00.000000+0100
22/02/2018,16,63.0,2018-02-22,2018-02-22T16:00:00.000000+0100
22/02/2018,17,68.0,2018-02-22,2018-02-22T17:00:00.000000+0100
22/02/2018,18,71.02,2018-02-22,2018-02-22T18:00:00.000000+0100
22/02/2018,19,74.1,2018-02-22,2018-02-22T19:00:00.000000+0100
22/02/2018,20,73.8,2018-02-22,2018-02-22T20:00:00.000000+0100
22/02/2018,21,61.54,2018-02-22,2018-02-22T21:00:00.000000+0100
22/02/2018,22,60.32,2018-02-22,2018-02-22T22:00:00.000000+0100
22/02/2018,23,58.89,2018-02-22,2018-02-22T23:00:00.000000+0100
22/02/2018,24,55.92,2018-02-22,2018-02-23T00:00:00.000000+0100
23/02/2018,1,60.12,2018-02-23,2018-02-23T01:00:00.000000+0100
23/02/2018,2,54.0,2018-02-23,2018-02-23T02:00:00.000000+0100
23/02/2018,3,51.1,2018-02-23,2018-02-23T03:00:00.000000+0100
23/02/2018,4,51.2,2018-02-23,2018-02-23T04:00:00.000000+0100
23/02/2018,5,51.6,2018-02-23,2018-02-23T05:00:00.000000+0100
23/02/2018,6,55.64,2018-02-23,2018-02-23T06:00:00.000000+0100
23/02/2018,7,63.79,2018-02-23,2018-02-23T07:00:00.000000+0100
23/02/2018,8,67.93,2018-02-23,2018-02-23T08:00:00.000000+0100
23/02/2018,9,77.0,2018-02-23,2018-02-23T09:00:00.000000+0100
23/02/2018,10,85.0,2018-02-23,2018-02-23T10:00:00.000000+0100
23/02/2018,11,90.0,2018-02-23,2018-02-23T11:00:00.000000+0100
23/02/2018,12,93.36,2018-02-23,2018-02-23T12:00:00.000000+0100
23/02/2018,13,84.55,2018-02-23,2018-02-23T13:00:00.000000+0100
23/02/2018,14,75.76,2018-02-23,2018-02-23T14:00:00.000000+0100
23/02/2018,15,91.33,2018-02-23,2018-02-23T15:00:00.000000+0100
23/02/2018,16,76.42,2018-02-23,2018-02-23T16:00:00.000000+0100
23/02/2018,17,74.39,2018-02-23,2018-02-23T17:00:00.000000+0100
23/02/2018,18,74.2,2018-02-23,2018-02-23T18:00:00.000000+0100
23/02/2018,19,73.8,2018-02-23,2018-02-23T19:00:00.000000+0100
23/02/2018,20,71.25,2018-02-23,2018-02-23T20:00:00.000000+0100
23/02/2018,21,65.99,2018-02-23,2018-02-23T21:00:00.000000+0100
23/02/2018,22,63.24,2018-02-23,2018-02-23T22:00:00.000000+0100
23/02/2018,23,60.12,2018-02-23,2018-02-23T23:00:00.000000+0100
23/02/2018,24,53.77,2018-02-23,2018-02-24T00:00:00.000000+0100
24/02/2018,1,57.05,2018-02-24,2018-02-24T01:00:00.000000+0100
24/02/2018,2,54.65,2018-02-24,2018-02-24T02:00:00.000000+0100
24/02/2018,3,51.67,2018-02-24,2018-02-24T03:00:00.000000+0100
24/02/2018,4,48.6,2018-02-24,2018-02-24T04:00:00.000000+0100
24/02/2018,5,48.6,2018-02-24,2018-02-24T05:00:00.000000+0100
24/02/2018,6,53.6,2018-02-24,2018-02-24T06:00:00.000000+0100
24/02/2018,7,61.37,2018-02-24,2018-02-24T07:00:00.000000+0100
24/02/2018,8,67.87,2018-02-24,2018-02-24T08:00:00.000000+0100
24/02/2018,9,74.1,2018-02-24,2018-02-24T09:00:00.000000+0100
24/02/2018,10,90.0,2018-02-24,2018-02-24T10:00:00.000000+0100
24/02/2018,11,86.82,2018-02-24,2018-02-24T11:00:00.000000+0100
24/02/2018,12,79.58,2018-02-24,2018-02-24T12:00:00.000000+0100
24/02/2018,13,68.54,2018-02-24,2018-02-24T13:00:00.000000+0100
24/02/2018,14,62.78,2018-02-24,2018-02-24T14:00:00.000000+0100
24/02/2018,15,63.24,2018-02-24,2018-02-24T15:00:00.000000+0100
24/02/2018,16,66.0,2018-02-24,2018-02-24T16:00:00.000000+0100
24/02/2018,17,70.0,2018-02-24,2018-02-24T17:00:00.000000+0100
24/02/2018,18,75.24,2018-02-24,2018-02-24T18:00:00.000000+0100
24/02/2018,19,100.0,2018-02-24,2018-02-24T19:00:00.000000+0100
24/02/2018,20,100.0,2018-02-24,2018-02-24T20:00:00.000000+0100
24/02/2018,21,80.0,2018-02-24,2018-02-24T21:00:00.000000+0100
24/02/2018,22,74.1,2018-02-24,2018-02-24T22:00:00.000000+0100
24/02/2018,23,65.0,2018-02-24,2018-02-24T23:00:00.000000+0100
24/02/2018,24,57.5,2018-02-24,2018-02-25T00:00:00.000000+0100
25/02/2018,1,53.0,2018-02-25,2018-02-25T01:00:00.000000+0100
25/02/2018,2,50.88,2018-02-25,2018-02-25T02:00:00.000000+0100
25/02/2018,3,48.1,2018-02-25,2018-02-25T03:00:00.000000+0100
25/02/2018,4,43.88,2018-02-25,2018-02-25T04:00:00.000000+0100
25/02/2018,5,43.15,2018-02-25,2018-02-25T05:00:00.000000+0100
25/02/2018,6,45.19,2018-02-25,2018-02-25T06:00:00.000000+0100
25/02/2018,7,46.71,2018-02-25,2018-02-25T07:00:00.000000+0100
25/02/2018,8,45.36,2018-02-25,2018-02-25T08:00:00.000000+0100
25/02/2018,9,49.2,2018-02-25,2018-02-25T09:00:00.000000+0100
25/02/2018,10,52.5,2018-02-25,2018-02-25T10:00:00.000000+0100
25/02/2018,11,52.5,2018-02-25,2018-02-25T11:00:00.000000+0100
25/02/2018,12,54.86,2018-02-25,2018-02-25T12:00:00.000000+0100
25/02/2018,13,55.35,2018-02-25,2018-02-25T13:00:00.000000+0100
25/02/2018,14,51.11,2018-02-25,2018-02-25T14:00:00.000000+0100
25/02/2018,15,50.35,2018-02-25,2018-02-25T15:00:00.000000+0100
25/02/2018,16,50.11,2018-02-25,2018-02-25T16:00:00.000000+0100
25/02/2018,17,51.35,2018-02-25,2018-02-25T17:00:00.000000+0100
25/02/2018,18,55.36,2018-02-25,2018-02-25T18:00:00.000000+0100
25/02/2018,19,63.3,2018-02-25,2018-02-25T19:00:00.000000+0100
25/02/2018,20,63.3,2018-02-25,2018-02-25T20:00:00.000000+0100
25/02/2018,21,62.5,2018-02-25,2018-02-25T21:00:00.000000+0100
25/02/2018,22,57.5,2018-02-25,2018-02-25T22:00:00.000000+0100
25/02/2018,23,55.5,2018-02-25,2018-02-25T23:00:00.000000+0100
25/02/2018,24,52.39,2018-02-25,2018-02-26T00:00:00.000000+0100
26/02/2018,1,50.64,2018-02-26,2018-02-26T01:00:00.000000+0100
26/02/2018,2,47.0,2018-02-26,2018-02-26T02:00:00.000000+0100
26/02/2018,3,46.27,2018-02-26,2018-02-26T03:00:00.000000+0100
26/02/2018,4,44.07,2018-02-26,2018-02-26T04:00:00.000000+0100
26/02/2018,5,44.61,2018-02-26,2018-02-26T05:00:00.000000+0100
26/02/2018,6,46.71,2018-02-26,2018-02-26T06:00:00.000000+0100
26/02/2018,7,75.11,2018-02-26,2018-02-26T07:00:00.000000+0100
26/02/2018,8,89.99,2018-02-26,2018-02-26T08:00:00.000000+0100
26/02/2018,9,107.75,2018-02-26,2018-02-26T09:00:00.000000+0100
26/02/2018,10,114.99,2018-02-26,2018-02-26T10:00:00.000000+0100
26/02/2018,11,105.19,2018-02-26,2018-02-26T11:00:00.000000+0100
26/02/2018,12,103.7,2018-02-26,2018-02-26T12:00:00.000000+0100
26/02/2018,13,89.99,2018-02-26,2018-02-26T13:00:00.000000+0100
26/02/2018,14,92.85,2018-02-26,2018-02-26T14:00:00.000000+0100
26/02/2018,15,105.0,2018-02-26,2018-02-26T15:00:00.000000+0100
26/02/2018,16,108.18,2018-02-26,2018-02-26T16:00:00.000000+0100
26/02/2018,17,120.72,2018-02-26,2018-02-26T17:00:00.000000+0100
26/02/2018,18,117.11,2018-02-26,2018-02-26T18:00:00.000000+0100
26/02/2018,19,120.0,2018-02-26,2018-02-26T19:00:00.000000+0100
26/02/2018,20,114.41,2018-02-26,2018-02-26T20:00:00.000000+0100
26/02/2018,21,107.74,2018-02-26,2018-02-26T21:00:00.000000+0100
26/02/2018,22,105.0,2018-02-26,2018-02-26T22:00:00.000000+0100
26/02/2018,23,101.01,2018-02-26,2018-02-26T23:00:00.000000+0100
26/02/2018,24,89.99,2018-02-26,2018-02-27T00:00:00.000000+0100
27/02/2018,1,76.26,2018-02-27,2018-02-27T01:00:00.000000+0100
27/02/2018,2,75.11,2018-02-27,2018-02-27T02:00:00.000000+0100
27/02/2018,3,61.2,2018-02-27,2018-02-27T03:00:00.000000+0100
27/02/2018,4,74.8,2018-02-27,2018-02-27T04:00:00.000000+0100
27/02/2018,5,75.11,2018-02-27,2018-02-27T05:00:00.000000+0100
27/02/2018,6,76.66,2018-02-27,2018-02-27T06:00:00.000000+0100
27/02/2018,7,104.27,2018-02-27,2018-02-27T07:00:00.000000+0100
27/02/2018,8,109.5,2018-02-27,2018-02-27T08:00:00.000000+0100
27/02/2018,9,130.0,2018-02-27,2018-02-27T09:00:00.000000+0100
27/02/2018,10,130.0,2018-02-27,2018-02-27T10:00:00.000000+0100
27/02/2018,11,115.18,2018-02-27,2018-02-27T11:00:00.000000+0100
27/02/2018,12,113.55,2018-02-27,2018-02-27T12:00:00.000000+0100
27/02/2018,13,112.79,2018-02-27,2018-02-27T13:00:00.000000+0100
27/02/2018,14,100.27,2018-02-27,2018-02-27T14:00:00.000000+0100
27/02/2018,15,114.45,2018-02-27,2018-02-27T15:00:00.000000+0100
27/02/2018,16,118.46,2018-02-27,2018-02-27T16:00:00.000000+0100
27/02/2018,17,125.57,2018-02-27,2018-02-27T17:00:00.000000+0100
27/02/2018,18,139.6,2018-02-27,2018-02-27T18:00:00.000000+0100
27/02/2018,19,151.42,2018-02-27,2018-02-27T19:00:00.000000+0100
27/02/2018,20,159.4,2018-02-27,2018-02-27T20:00:00.000000+0100
27/02/2018,21,129.5,2018-02-27,2018-02-27T21:00:00.000000+0100
27/02/2018,22,103.54,2018-02-27,2018-02-27T22:00:00.000000+0100
27/02/2018,23,100.0,2018-02-27,2018-02-27T23:00:00.000000+0100
27/02/2018,24,90.0,2018-02-27,2018-02-28T00:00:00.000000+0100
28/02/2018,1,76.66,2018-02-28,2018-02-28T01:00:00.000000+0100
28/02/2018,2,75.11,2018-02-28,2018-02-28T02:00:00.000000+0100
28/02/2018,3,71.96,2018-02-28,2018-02-28T03:00:00.000000+0100
28/02/2018,4,68.99,2018-02-28,2018-02-28T04:00:00.000000+0100
28/02/2018,5,65.38,2018-02-28,2018-02-28T05:00:00.000000+0100
28/02/2018,6,68.63,2018-02-28,2018-02-28T06:00:00.000000+0100
28/02/2018,7,82.0,2018-02-28,2018-02-28T07:00:00.000000+0100
28/02/2018,8,95.42,2018-02-28,2018-02-28T08:00:00.000000+0100
28/02/2018,9,120.1,2018-02-28,2018-02-28T09:00:00.000000+0100
28/02/2018,10,114.41,2018-02-28,2018-02-28T10:00:00.000000+0100
28/02/2018,11,97.0,2018-02-28,2018-02-28T11:00:00.000000+0100
28/02/2018,12,88.45,2018-02-28,2018-02-28T12:00:00.000000+0100
28/02/2018,13,79.23,2018-02-28,2018-02-28T13:00:00.000000+0100
28/02/2018,14,79.59,2018-02-28,2018-02-28T14:00:00.000000+0100
28/02/2018,15,80.54,2018-02-28,2018-02-28T15:00:00.000000+0100
28/02/2018,16,81.81,2018-02-28,2018-02-28T16:00:00.000000+0100
28/02/2018,17,86.21,2018-02-28,2018-02-28T17:00:00.000000+0100
28/02/2018,18,85.27,2018-02-28,2018-02-28T18:00:00.000000+0100
28/02/2018,19,92.79,2018-02-28,2018-02-28T19:00:00.000000+0100
28/02/2018,20,105.54,2018-02-28,2018-02-28T20:00:00.000000+0100
28/02/2018,21,83.84,2018-02-28,2018-02-28T21:00:00.000000+0100
28/02/2018,22,80.32,2018-02-28,2018-02-28T22:00:00.000000+0100
28/02/2018,23,79.14,2018-02-28,2018-02-28T23:00:00.000000+0100
28/02/2018,24,75.11,2018-02-28,2018-03-01T00:00:00.000000+0100
01/03/2018,1,80.79,2018-03-01,2018-03-01T01:00:00.000000+0100
01/03/2018,2,76.66,2018-03-01,2018-03-01T02:00:00.000000+0100
01/03/2018,3,75.11,2018-03-01,2018-03-01T03:00:00.000000+0100
01/03/2018,4,69.0,2018-03-01,2018-03-01T04:00:00.000000+0100
01/03/2018,5,60.4,2018-03-01,2018-03-01T05:00:00.000000+0100
01/03/2018,6,68.01,2018-03-01,2018-03-01T06:00:00.000000+0100
01/03/2018,7,92.1,2018-03-01,2018-03-01T07:00:00.000000+0100
01/03/2018,8,94.1,2018-03-01,2018-03-01T08:00:00.000000+0100
01/03/2018,9,104.26,2018-03-01,2018-03-01T09:00:00.000000+0100
01/03/2018,10,115.41,2018-03-01,2018-03-01T10:00:00.000000+0100
01/03/2018,11,112.02,2018-03-01,2018-03-01T11:00:00.000000+0100
01/03/2018,12,113.55,2018-03-01,2018-03-01T12:00:00.000000+0100
01/03/2018,13,99.5,2018-03-01,2018-03-01T13:00:00.000000+0100
